parent,task,run,fold,tri_unanimous_q20_vote,char_margin_matched_vote,unanimous_crc_matched_vote,char_crc_matched_vote,random_on_primary_vote,oracle_all_vote,random_all_vote
random-acts-of-pizza__295ca61d7b7d4d2eac44ea1305a84a1b,random-acts-of-pizza,cards_senior_0811.jsonl:25,4,,,,1,,-1,-1
random-acts-of-pizza__298da08e2dea42fcb8f3797ad8fb4bee,random-acts-of-pizza,cards_ours_20260727.jsonl:73,1,,,,,,1,-1
random-acts-of-pizza__2a177f4fe4624b298a5e63e4e09ecc1e,random-acts-of-pizza,cards_senior_0811.jsonl:21,0,,,,1,,-1,1
random-acts-of-pizza__2ae06ba19f96463888782f3b0bf0d75a,random-acts-of-pizza,cards_senior_0811.jsonl:21,0,,,,,,1,1
random-acts-of-pizza__2e177df43dc748399675c5b747fdb647,random-acts-of-pizza,cards_senior_0811.jsonl:21,0,,,,1,,-1,-1
random-acts-of-pizza__2f031438b80c4594b3f64ef4e71ea26d,random-acts-of-pizza,cards_senior_0811.jsonl:22,0,-1,,-1,,1,-1,1
random-acts-of-pizza__2f65673de7de4adfaa2f8285302d5bb7,random-acts-of-pizza,cards_senior_0811.jsonl:24,0,,,,,,1,1
random-acts-of-pizza__340b1995038342c5ba916123ad2821db,random-acts-of-pizza,cards_senior_0810.jsonl:22,2,,,,,,1,-1
random-acts-of-pizza__3482fa2cc08a4a9e99c018fd4b27b969,random-acts-of-pizza,cards_senior_0811.jsonl:21,0,,,,-1,,-1,1
random-acts-of-pizza__34d3d2222a3b4e3ba8101cdf037ac8cb,random-acts-of-pizza,cards_senior_0811.jsonl:22,0,1,1,1,,1,1,1
random-acts-of-pizza__354478d8906e4bbc8690d5f030317c4d,random-acts-of-pizza,cards_senior_0809.jsonl:17,2,,,,,,1,1
random-acts-of-pizza__3627c3252fe544598cc7736c1f05f2f4,random-acts-of-pizza,cards_senior_0811.jsonl:22,0,,,,,,-1,-1
random-acts-of-pizza__36329f898bcc46d3be841a0db0abe913,random-acts-of-pizza,cards_senior_0811.jsonl:25,4,,,,,,-1,1
random-acts-of-pizza__36a449bfd46744a4adbeb72a2503f404,random-acts-of-pizza,cards_senior_0809.jsonl:18,4,,-1,,,,1,1
random-acts-of-pizza__376f0f7c360e4d7fb6d0bd659228b150,random-acts-of-pizza,cards_senior_0809.jsonl:18,4,1,,1,,-1,-1,1
random-acts-of-pizza__38fb084a8fd64c0ab9d29769e1beddde,random-acts-of-pizza,cards_senior_0810.jsonl:22,2,,,,,,1,1
random-acts-of-pizza__39fc988a7e9443b5abf1a5da36af0062,random-acts-of-pizza,cards_senior_0811.jsonl:25,4,,,-1,,,1,-1
random-acts-of-pizza__3c9ccefdcf0a4be2957ed5c202e120fd,random-acts-of-pizza,cards_senior_0809.jsonl:17,2,-1,,,-1,1,-1,1
random-acts-of-pizza__3d8e82e92cab44bd8b703f95fe5a5645,random-acts-of-pizza,cards_senior_0811.jsonl:25,4,,,1,,,1,1
random-acts-of-pizza__3e6c5b32db89416cac61c08217bbc491,random-acts-of-pizza,cards_senior_0809.jsonl:18,4,,,,-1,,-1,-1
random-acts-of-pizza__3e97b87c3b154a27b8e4c7077032d09a,random-acts-of-pizza,cards_senior_0810.jsonl:23,4,,,,,,1,1
random-acts-of-pizza__4042d9f736a549a4a86caab2566ae6c1,random-acts-of-pizza,cards_senior_0809.jsonl:18,4,,,,1,,-1,1
random-acts-of-pizza__4049567475d341f290b5e85da77e2997,random-acts-of-pizza,cards_senior_0811.jsonl:24,0,,,,,,1,-1
random-acts-of-pizza__42b9442362b64d20b43c4f7369299e26,random-acts-of-pizza,cards_senior_0811.jsonl:20,0,,,,1,,1,1
random-acts-of-pizza__4484a759adfa4b7885d25b38e70ffc41,random-acts-of-pizza,cards_senior_0811.jsonl:20,0,,,,,,-1,-1
random-acts-of-pizza__44bf418a507f4985a848c512c28672e7,random-acts-of-pizza,cards_senior_0811.jsonl:21,0,,,,,,1,-1
random-acts-of-pizza__46171dce1a2644aa92081024e4b501fa,random-acts-of-pizza,cards_senior_0809.jsonl:18,4,1,,1,1,1,-1,1
random-acts-of-pizza__472babbe62e840218d802b43f61a5a05,random-acts-of-pizza,cards_senior_0811.jsonl:22,0,1,1,1,1,1,-1,-1
random-acts-of-pizza__4ec7c05b50c54dffb0989cf98dc158fa,random-acts-of-pizza,cards_senior_0811.jsonl:25,4,,1,,,,1,1
random-acts-of-pizza__538ba26caf3f49769e905270ee04098b,random-acts-of-pizza,cards_senior_0811.jsonl:25,4,-1,,-1,-1,-1,1,-1
random-acts-of-pizza__5923655a074b4d309fad3da070c46900,random-acts-of-pizza,cards_senior_0811.jsonl:20,0,,,,,,-1,1
random-acts-of-pizza__5a4d9f74c3884532a2b63b7eaaec9dd9,random-acts-of-pizza,cards_senior_0811.jsonl:22,0,,,,,,-1,-1
random-acts-of-pizza__5a82eafeef37482b89efca0f2a3e91a0,random-acts-of-pizza,cards_senior_0811.jsonl:25,4,,,,,,-1,1
random-acts-of-pizza__5df0defa5eba4c0c89f83ce16d14035d,random-acts-of-pizza,cards_senior_0811.jsonl:22,0,,,,,,1,1
random-acts-of-pizza__5eb0f2e6c0b24c8c8c5cc444069108b9,random-acts-of-pizza,cards_senior_0811.jsonl:22,0,,,,,,-1,1
random-acts-of-pizza__5fa1a576523c4179ba70ead2f473d1cc,random-acts-of-pizza,cards_senior_0811.jsonl:27,3,,,,,,1,1
random-acts-of-pizza__60dfb6b2d5d84cc5bdda4d8efb4f0c06,random-acts-of-pizza,cards_senior_0809.jsonl:17,2,,,,,,-1,-1
random-acts-of-pizza__61410e26fc614db6b38e1b81eb437f60,random-acts-of-pizza,cards_gen2A.jsonl:0,2,,,,,,1,-1
random-acts-of-pizza__647b669e2f4143e5ad70c2731f644b20,random-acts-of-pizza,cards_ours_20260727.jsonl:73,1,1,,,,-1,-1,1
random-acts-of-pizza__65b54b6808fd4d1b882e16b2237f2ad1,random-acts-of-pizza,cards_senior_0811.jsonl:21,0,,,,,,1,-1
random-acts-of-pizza__67f598c28ba54f9da159eeb23c6a12d0,random-acts-of-pizza,cards_senior_0809.jsonl:17,2,,,,,,1,-1
random-acts-of-pizza__6a8c90c72a984bf8a29414979304aacf,random-acts-of-pizza,cards_senior_0809.jsonl:18,4,-1,-1,-1,,-1,-1,-1
random-acts-of-pizza__7298efe77f2443e7b9c4a977baf808fe,random-acts-of-pizza,cards_senior_0811.jsonl:25,4,-1,,-1,,-1,1,1
random-acts-of-pizza__72fb3e3045ea4844aaa7eae29e0938bf,random-acts-of-pizza,cards_senior_0810.jsonl:23,4,,,,,,1,1
random-acts-of-pizza__7549883fe4054b95addb42bee397a692,random-acts-of-pizza,cards_senior_0811.jsonl:21,0,1,,1,,1,-1,-1
random-acts-of-pizza__76eb4f6329ae48519e2928aa6d03225f,random-acts-of-pizza,cards_senior_0809.jsonl:17,2,,1,,,,1,-1
random-acts-of-pizza__78c5309328e643c8a4abffb56ab4cb93,random-acts-of-pizza,cards_senior_0809.jsonl:17,2,,1,,,,1,-1
random-acts-of-pizza__791b3c88658542a4b0cdbec8399d1f57,random-acts-of-pizza,cards_senior_0809.jsonl:17,2,,,,,,1,1
random-acts-of-pizza__7a0d280d3c1a4a70a8d1c6121a55a947,random-acts-of-pizza,cards_senior_0811.jsonl:25,4,,,,,,1,-1
random-acts-of-pizza__7bed1b1b80c444da8ce9d8a9048ce6c9,random-acts-of-pizza,cards_senior_0811.jsonl:25,4,,,,,,1,1
random-acts-of-pizza__7d55d732d2064a528fccee1af89f93cf,random-acts-of-pizza,cards_senior_0811.jsonl:21,0,-1,-1,,,-1,-1,-1
random-acts-of-pizza__80144b28b38745b18dd5eee64b825688,random-acts-of-pizza,cards_senior_0811.jsonl:25,4,,,,,,-1,1
random-acts-of-pizza__805ad3f537c843598a655fe393b2679a,random-acts-of-pizza,cards_senior_0811.jsonl:21,0,,,,,,-1,1
random-acts-of-pizza__80f695a10a4b49b89d304142e3727dd5,random-acts-of-pizza,cards_senior_0811.jsonl:21,0,,,,,,1,-1
random-acts-of-pizza__839e160064c546af920d8e4a2eab7859,random-acts-of-pizza,cards_senior_0811.jsonl:22,0,,,,,,-1,1
random-acts-of-pizza__847fe261f69d45dea587ea926efb7eb6,random-acts-of-pizza,cards_senior_0811.jsonl:25,4,,,1,,,1,1
random-acts-of-pizza__850830b7459f4940aa28defb892d60c7,random-acts-of-pizza,cards_senior_0811.jsonl:27,3,,-1,,,,-1,1
random-acts-of-pizza__85ac5a6189a145fa9625abb2d47d7e06,random-acts-of-pizza,cards_senior_0809.jsonl:18,4,-1,,-1,,1,1,1
random-acts-of-pizza__88fabff94a0c493084058ee1ed9dde01,random-acts-of-pizza,cards_senior_0811.jsonl:21,0,,,,,,-1,-1
random-acts-of-pizza__8937c575728c461b92a0a048ed5e1839,random-acts-of-pizza,cards_senior_0810.jsonl:23,4,,,,-1,,1,-1
random-acts-of-pizza__8ab4b109487a4659b6ae35c71798f4a4,random-acts-of-pizza,cards_senior_0809.jsonl:18,4,,,,,,1,1
random-acts-of-pizza__91d6a678108b4490b14f35921a25c634,random-acts-of-pizza,cards_senior_0809.jsonl:17,2,,,,,,1,1
random-acts-of-pizza__92fd415383f84c5b967fccada8f186a5,random-acts-of-pizza,cards_senior_0809.jsonl:17,2,,,,,,1,1
random-acts-of-pizza__99595275dadf48cd9e8089a56a00d533,random-acts-of-pizza,cards_gen2A.jsonl:0,2,,1,,,,1,1
random-acts-of-pizza__9b780e86e3fc488da9130b40edb68139,random-acts-of-pizza,cards_senior_0809.jsonl:19,3,,,-1,,,-1,1
random-acts-of-pizza__9c01431ca04a49a8a0911a06c69dadf6,random-acts-of-pizza,cards_senior_0811.jsonl:25,4,,,,,,-1,1
random-acts-of-pizza__a27cf2e430be41dda8d5967e6a4ae870,random-acts-of-pizza,cards_senior_0810.jsonl:23,4,,-1,,,,1,-1
random-acts-of-pizza__a381fe3f2ab94a97b73d67c7fb76d97c,random-acts-of-pizza,cards_senior_0811.jsonl:20,0,,,,,,1,-1
random-acts-of-pizza__a51b50e9143b4b25a8a4215065d7d3b0,random-acts-of-pizza,cards_senior_0811.jsonl:27,3,,1,,,,-1,1
random-acts-of-pizza__a85b5e9dd14d47b3b55bd928322cb091,random-acts-of-pizza,cards_senior_0811.jsonl:21,0,,,-1,-1,,1,-1
random-acts-of-pizza__a9e5173b4ac2438f85820de9b641ca11,random-acts-of-pizza,cards_senior_0811.jsonl:21,0,,,,,,-1,1
random-acts-of-pizza__abdf194d4a6b428d872156ef08ea7192,random-acts-of-pizza,cards_senior_0811.jsonl:21,0,,,,-1,,-1,-1
random-acts-of-pizza__abf38a18ec5d4c519a31531d4210031e,random-acts-of-pizza,cards_senior_0811.jsonl:21,0,,,-1,,,-1,1
random-acts-of-pizza__ac636f863d7f48f2a4f794530bc73b5b,random-acts-of-pizza,cards_senior_0811.jsonl:21,0,,,,,,-1,-1
random-acts-of-pizza__acb4690103ad46e19a45fd1911de7bf0,random-acts-of-pizza,cards_senior_0811.jsonl:21,0,,,,-1,,-1,-1
random-acts-of-pizza__ae0b40eafc964c67a3b933bc6f67818d,random-acts-of-pizza,cards_senior_0811.jsonl:21,0,,,,,,1,1
random-acts-of-pizza__b1e50018eee94c4e9069065b65ab3153,random-acts-of-pizza,cards_senior_0811.jsonl:25,4,,,,,,1,1
random-acts-of-pizza__b2fd4371e0e5480d987d3fd4164ed034,random-acts-of-pizza,cards_senior_0810.jsonl:23,4,1,,,,1,1,-1
random-acts-of-pizza__b52595f87ab8411baba3fb59d7e3ccdd,random-acts-of-pizza,cards_senior_0811.jsonl:21,0,,,,1,,-1,-1
random-acts-of-pizza__b5920e5b483e445eaa6e514e660b5c31,random-acts-of-pizza,cards_senior_0811.jsonl:21,0,1,1,,,-1,-1,-1
random-acts-of-pizza__b61b6537cd37404c9de5764af4e1430f,random-acts-of-pizza,cards_senior_0811.jsonl:25,4,,,,,,1,1
random-acts-of-pizza__b6dc2acb7d994e0188c96db62ad5d9cd,random-acts-of-pizza,cards_senior_0810.jsonl:23,4,,1,,,,1,1
random-acts-of-pizza__b89d5f9701844d2cae99815d9a52f07c,random-acts-of-pizza,cards_senior_0811.jsonl:20,0,,,,1,,-1,-1
random-acts-of-pizza__b90b48d168cc42bb8393f19bec643ddd,random-acts-of-pizza,cards_senior_0811.jsonl:20,0,-1,-1,-1,,-1,-1,1
random-acts-of-pizza__bb586b3f94a749d48f65190d3879a48f,random-acts-of-pizza,cards_senior_0811.jsonl:20,0,,,,,,1,-1
random-acts-of-pizza__bb7aaa1712d54c46a73af7d59fc81041,random-acts-of-pizza,cards_senior_0809.jsonl:18,4,,,,,,-1,-1
random-acts-of-pizza__bba75b06d4a8469f8fcab1f876a4c3bf,random-acts-of-pizza,cards_senior_0811.jsonl:20,0,,-1,,,,1,1
random-acts-of-pizza__bc92eaf3e0604b97bee6508e9cfd239e,random-acts-of-pizza,cards_senior_0811.jsonl:21,0,-1,,,,1,-1,-1
random-acts-of-pizza__bed821d9c1c14fb2b5e8091f169d749a,random-acts-of-pizza,cards_senior_0809.jsonl:17,2,,,,1,,-1,-1
random-acts-of-pizza__bf3025cbf9944e95a7577c24a5b31209,random-acts-of-pizza,cards_senior_0811.jsonl:24,0,,,,,,1,1
random-acts-of-pizza__c1b00f526e994116be7debefc9368c5d,random-acts-of-pizza,cards_senior_0809.jsonl:17,2,,,,1,,1,-1
random-acts-of-pizza__c20fb34fbc3947fd9cd5e45b5e1f4a65,random-acts-of-pizza,cards_senior_0811.jsonl:21,0,,,,,,1,1
random-acts-of-pizza__c429dd59a2004b5ea16f57d17550d437,random-acts-of-pizza,cards_senior_0811.jsonl:27,3,,,1,,,-1,-1
random-acts-of-pizza__c47f6a3b7a8d49509622a5eb07c62aa3,random-acts-of-pizza,cards_ours_20260727.jsonl:67,1,-1,-1,-1,,1,1,1
random-acts-of-pizza__c4f2d6b7a3c44b098011939abbbd84b1,random-acts-of-pizza,cards_senior_0811.jsonl:21,0,,,,,,-1,1
random-acts-of-pizza__c50909d0aa204bc49bbb83a0be648ccf,random-acts-of-pizza,cards_senior_0810.jsonl:22,2,,1,,,,-1,1
random-acts-of-pizza__c578483598c5461ab26b62b53c153520,random-acts-of-pizza,cards_senior_0811.jsonl:24,0,,,,,,1,1
random-acts-of-pizza__c5f5948e5c534a7d9bb6b5b8c9257fc7,random-acts-of-pizza,cards_senior_0811.jsonl:21,0,,,-1,,,1,1
random-acts-of-pizza__ca58df0c4a404876902dbc4855d05f26,random-acts-of-pizza,cards_senior_0811.jsonl:22,0,,,,-1,,-1,-1
random-acts-of-pizza__cb97d3e5b00d48c888e09225ebadb993,random-acts-of-pizza,cards_senior_0811.jsonl:25,4,,,,,,-1,-1
random-acts-of-pizza__cc7270c94aff482c9832830986c8ffd1,random-acts-of-pizza,cards_senior_0809.jsonl:18,4,,,,,,1,1
random-acts-of-pizza__cf6ec632f4c74e8b84760d76106f941b,random-acts-of-pizza,cards_senior_0810.jsonl:23,4,1,,,,1,1,1
random-acts-of-pizza__cfc4ab7cee73493ab0b23cf600a7dd09,random-acts-of-pizza,cards_senior_0809.jsonl:17,2,,,,,,1,1
random-acts-of-pizza__d0142d4694614b95a3bfb4927d63b726,random-acts-of-pizza,cards_senior_0811.jsonl:24,0,,,,,,1,1
random-acts-of-pizza__d03dea66ceae4555bbbe946ce90eec65,random-acts-of-pizza,cards_senior_0810.jsonl:24,1,,1,,1,,1,-1
random-acts-of-pizza__d11134a8e59948319dfe790b2d6a3eae,random-acts-of-pizza,cards_senior_0811.jsonl:25,4,,,,1,,-1,1
random-acts-of-pizza__d19a73f3dcd5410cbefbd79e6ed627cb,random-acts-of-pizza,cards_senior_0811.jsonl:22,0,-1,,-1,,1,1,-1
random-acts-of-pizza__d1b325081dfb45f2aa5ce320592d5207,random-acts-of-pizza,cards_senior_0811.jsonl:21,0,,,,,,1,1
random-acts-of-pizza__d2c5f86edcb343d38145815bfd42b141,random-acts-of-pizza,cards_senior_0811.jsonl:27,3,,-1,,,,1,-1
random-acts-of-pizza__d5127c93d7534733ab53429a06300ab8,random-acts-of-pizza,cards_senior_0809.jsonl:17,2,1,,,,1,1,1
random-acts-of-pizza__d6e4687b32ee45428da68ac8fcadb718,random-acts-of-pizza,cards_senior_0811.jsonl:24,0,,,,,,1,1
random-acts-of-pizza__d71e8161bc3e40af895025e4b2c5e6ef,random-acts-of-pizza,cards_senior_0811.jsonl:25,4,,,,,,-1,1
random-acts-of-pizza__d92b3c88b3ff45a8931924a964d1c4c3,random-acts-of-pizza,cards_senior_0811.jsonl:22,0,,,,-1,,1,1
random-acts-of-pizza__de941f5ee38847e2b401e4b9cdbab410,random-acts-of-pizza,cards_senior_0811.jsonl:21,0,,,,,,-1,1
random-acts-of-pizza__e3c1bd3f08be4c95873d5a60edd12439,random-acts-of-pizza,cards_senior_0810.jsonl:22,2,,,,,,-1,1
random-acts-of-pizza__e48aee5cb3b74046b77faf06c7f3a92b,random-acts-of-pizza,cards_senior_0811.jsonl:27,3,,-1,,,,-1,-1
random-acts-of-pizza__e4941147392f4e228ac46a66660ee115,random-acts-of-pizza,cards_senior_0809.jsonl:18,4,,,,,,-1,1
random-acts-of-pizza__e5430ad2f95547b0aa02bf6ab77acbec,random-acts-of-pizza,cards_senior_0809.jsonl:18,4,,1,,,,-1,-1
random-acts-of-pizza__e54d924882624ccaa34c07e8e04b9211,random-acts-of-pizza,cards_senior_0811.jsonl:20,0,,,,,,-1,-1
random-acts-of-pizza__e9af524eba814e1db5aaea5e1b4709af,random-acts-of-pizza,cards_senior_0809.jsonl:18,4,,,,,,-1,1
random-acts-of-pizza__eaac27715d134a77b6d0e7da93fc8278,random-acts-of-pizza,cards_senior_0809.jsonl:17,2,,,-1,-1,,-1,1
random-acts-of-pizza__eafce40893e34fae93f46aa7f0bfafd6,random-acts-of-pizza,cards_senior_0811.jsonl:21,0,,,-1,-1,,-1,1
random-acts-of-pizza__eb9fa8b436ef443f93f07059c1708571,random-acts-of-pizza,cards_senior_0811.jsonl:20,0,,,1,,,-1,1
random-acts-of-pizza__edec8ae97b474a3ba86ee82018c61635,random-acts-of-pizza,cards_senior_0811.jsonl:25,4,,,,,,1,1
random-acts-of-pizza__ef454cfb387244a481c25496421a6530,random-acts-of-pizza,cards_senior_0811.jsonl:21,0,,,,-1,,1,-1
random-acts-of-pizza__f21d849da1e24c6fb9a33bbfb7ca6288,random-acts-of-pizza,cards_senior_0811.jsonl:25,4,,1,,,,-1,1
random-acts-of-pizza__f2b4ba69305c4c4eb3134a5508df0faa,random-acts-of-pizza,cards_senior_0811.jsonl:21,0,,,,,,-1,1
random-acts-of-pizza__f5d184ce43e94ec69d27a71426486c23,random-acts-of-pizza,cards_senior_0809.jsonl:18,4,-1,,-1,,1,1,1
random-acts-of-pizza__f6e4fd1a821a48a9becb84fafc13b5aa,random-acts-of-pizza,cards_senior_0811.jsonl:25,4,,,,-1,,-1,1
random-acts-of-pizza__f751bf584910432c9db0ed40f83b9419,random-acts-of-pizza,cards_senior_0811.jsonl:20,0,-1,,-1,-1,-1,-1,-1
random-acts-of-pizza__f8005ca1a6c74ec6b01226ecd850d8e6,random-acts-of-pizza,cards_senior_0810.jsonl:22,2,,,,1,,-1,-1
random-acts-of-pizza__f81c52ee227d4cb182d1f6eee467ccb7,random-acts-of-pizza,cards_senior_0811.jsonl:25,4,,,,-1,,1,1
random-acts-of-pizza__f8cee233c2d84765b3a2278b9fee75bb,random-acts-of-pizza,cards_senior_0811.jsonl:27,3,,,1,,,1,-1
random-acts-of-pizza__f8ddfb0fbd82435e933428459ae9ba98,random-acts-of-pizza,cards_senior_0811.jsonl:20,0,1,1,1,,-1,1,1
random-acts-of-pizza__f998dcc7f752474088192c8ada065fd6,random-acts-of-pizza,cards_senior_0811.jsonl:25,4,,,,,,1,-1
random-acts-of-pizza__faf832f44aba42c18c193c4d58321742,random-acts-of-pizza,cards_senior_0811.jsonl:25,4,,1,,,,-1,1
random-acts-of-pizza__fdd756ecefdc46afac0b573ebf3a256b,random-acts-of-pizza,cards_senior_0811.jsonl:24,0,-1,,,,-1,-1,1
random-acts-of-pizza__fe1712443ff0417eb9c7856f115670e1,random-acts-of-pizza,cards_senior_0809.jsonl:18,4,,,,,,1,-1
random-acts-of-pizza__ffb8433be2e74ebdbfc8042af48e694f,random-acts-of-pizza,cards_senior_0810.jsonl:22,2,,,,,,-1,1
spaceship-titanic__0af7032ba5c34c939e8a3fe06c8be4f9,spaceship-titanic,cards_ours_20260727.jsonl:174,1,,,,-1,,-1,1
spaceship-titanic__4935bfa14aba45bcbb03a096ada5736d,spaceship-titanic,cards_ours_20260727.jsonl:7,0,,,,,,-1,1
spaceship-titanic__4d639019d9504db89fa057849fc2c119,spaceship-titanic,cards_ours_20260727.jsonl:159,0,,,,1,,1,-1
spaceship-titanic__54ce9059c9544ad7a6a8ba58c416cb84,spaceship-titanic,cards_ours_20260727.jsonl:163,3,,,,,,1,-1
spaceship-titanic__5924fd618d4b4a139c8b06d66dbcd16e,spaceship-titanic,cards_ours_20260727.jsonl:10,3,,,,,,1,1
spaceship-titanic__5c2f263d57e342bf977c16227ce51f42,spaceship-titanic,cards_ours_20260727.jsonl:9,0,,,,,,1,1
spaceship-titanic__5ebfbf54058542229c7ec4db71961d52,spaceship-titanic,cards_ours_20260727.jsonl:4,4,-1,-1,-1,,1,-1,-1
spaceship-titanic__605ce47628144bb28e5319105660722f,spaceship-titanic,cards_ours_20260727.jsonl:157,1,,,,,,1,-1
spaceship-titanic__852406ff7dc44ba1aeb5130271e26987,spaceship-titanic,cards_ours_20260727.jsonl:156,3,,,,,,1,-1
spaceship-titanic__a76031ff5432462582561665f789440b,spaceship-titanic,cards_ours_20260727.jsonl:161,2,,,,,,1,-1
spaceship-titanic__c6fe2731bcbc45f79200e16f114e5967,spaceship-titanic,cards_ours_20260727.jsonl:159,0,,,,,,-1,1
spaceship-titanic__c77441a6534b491c96865d7dd0faafea,spaceship-titanic,cards_ours_20260727.jsonl:167,0,1,,1,,1,-1,-1
spaceship-titanic__c89a0a4815d8400690a992c5e5998d53,spaceship-titanic,cards_ours_20260727.jsonl:160,1,-1,-1,,,1,1,1
spaceship-titanic__d68f58fb97a24efe875c2d03bb704572,spaceship-titanic,cards_ours_20260727.jsonl:163,3,,-1,,,,-1,-1
spaceship-titanic__f7cd83640a61468e9cd0f512ddfca641,spaceship-titanic,cards_ours_20260727.jsonl:157,1,,,1,1,,1,-1
spooky-author-identification__00ff48fdda0743a8b6e8ccf20c988a5f,spooky-author-identification,cards_senior_0730.jsonl:7,0,,,,,,1,1
spooky-author-identification__037193c610924071b07fbf8bcf37d31e,spooky-author-identification,cards_senior_0730.jsonl:6,4,,,,,,-1,-1
spooky-author-identification__049830f4549a46349e94391dce843d9d,spooky-author-identification,cards_senior_0726.jsonl:2,1,1,,1,,1,1,1
spooky-author-identification__06f44a6481a9498ea45679c25469176e,spooky-author-identification,cards_senior_0801.jsonl:5,0,1,,1,1,-1,1,1
spooky-author-identification__090baf666ea94434bbf3d9e0ef4f2bb6,spooky-author-identification,cards_senior_0805seq.jsonl:5,0,,,,,,-1,1
spooky-author-identification__0913b290a8d7458e9596f39340938e2c,spooky-author-identification,cards_senior_0801.jsonl:5,0,-1,,,,1,1,1
spooky-author-identification__0991d5bda80a4c1a9af2958e9cc6b931,spooky-author-identification,cards_senior_0801.jsonl:7,1,,,,-1,,-1,1
spooky-author-identification__099b8f11184c4662a5035add17552d68,spooky-author-identification,cards_senior_0801.jsonl:7,1,,,,,,1,1
spooky-author-identification__0c57535368d64ca7b033616b028139a5,spooky-author-identification,cards_senior_0730.jsonl:6,4,,,,,,1,-1
spooky-author-identification__112fd62be1f6456a9d082e2238a6069f,spooky-author-identification,cards_senior_0804.jsonl:7,4,,,1,1,,-1,-1
spooky-author-identification__1225b1b008d24da4a64164cf72816366,spooky-author-identification,cards_senior_0730.jsonl:7,0,,,,,,-1,-1
spooky-author-identification__12d12319b93048e6b0135819ddd82e74,spooky-author-identification,cards_senior_0730.jsonl:6,4,,,,,,-1,1
spooky-author-identification__12f5c67ced4b41b49991c65bc19664ac,spooky-author-identification,cards_senior_0801.jsonl:5,0,,,,-1,,-1,-1
spooky-author-identification__15cf9ce611c040b68d515f06d06ae715,spooky-author-identification,cards_senior_0731.jsonl:6,2,,,,,,1,-1
spooky-author-identification__172e58d6e1454b1a83632ddb2fcc8662,spooky-author-identification,cards_senior_0730.jsonl:6,4,,-1,,,,-1,1
spooky-author-identification__181cc5bb37d143eabfd70008e98d66fd,spooky-author-identification,cards_senior_0804.jsonl:5,1,,,,,,1,-1
spooky-author-identification__1dd026342e2644a6a41a208128bffd08,spooky-author-identification,cards_senior_0801.jsonl:7,1,,,,,,-1,-1
spooky-author-identification__1dee1674bf874cbe9850526cea629b6c,spooky-author-identification,cards_senior_0731.jsonl:4,2,,,,,,1,-1
spooky-author-identification__1e9ef458e2764150abc9d5080acfc20d,spooky-author-identification,cards_senior_0730.jsonl:7,0,,,,,,-1,-1
spooky-author-identification__1eb532091cf5469f89b670d1b9f00b5b,spooky-author-identification,cards_senior_0804.jsonl:7,4,,,,,,1,1
spooky-author-identification__2017bdccce1c4ff5bc688ddf3bf2826f,spooky-author-identification,cards_senior_0730.jsonl:7,0,,,,,,1,-1
spooky-author-identification__21d5fa8a563f4a08881f17cd1130158f,spooky-author-identification,cards_senior_0728.jsonl:5,2,,-1,,,,1,-1
spooky-author-identification__236b91f493134c538deaf425489cf38f,spooky-author-identification,cards_senior_0801.jsonl:7,1,1,1,1,,-1,-1,-1
spooky-author-identification__23ccbe4f60254d6c9f8f0c34c9811395,spooky-author-identification,cards_senior_0801.jsonl:5,0,,,,1,,1,-1
spooky-author-identification__23d4ee22d50548cd94a1df042a2afb15,spooky-author-identification,cards_senior_0730.jsonl:7,0,,1,,,,1,1
spooky-author-identification__24b4d97206284c5fa34d50967773f4ba,spooky-author-identification,cards_senior_0804.jsonl:4,3,,,,,,1,-1
spooky-author-identification__24c88140de8c4d06b21793dd5ba3e977,spooky-author-identification,cards_senior_0801.jsonl:5,0,,1,,,,1,1
spooky-author-identification__263ac62a0cb348e582fa38d30548ee3a,spooky-author-identification,cards_senior_0730.jsonl:6,4,,,,,,1,-1
spooky-author-identification__27be6adb893c4dba8a88b727cafd3857,spooky-author-identification,cards_senior_0730.jsonl:8,2,,,,,,1,-1
spooky-author-identification__2a002aedc5b34f27b7e7f1da7bd38e56,spooky-author-identification,cards_senior_0801.jsonl:5,0,,,,,,1,-1
spooky-author-identification__2a746d54497f40218fadf378bdfdbbd4,spooky-author-identification,cards_senior_0731.jsonl:6,2,1,1,,,-1,1,-1
spooky-author-identification__2b40aa70957b4f1cb35082373dee1b5d,spooky-author-identification,cards_senior_0730.jsonl:8,2,-1,-1,-1,,-1,-1,-1
spooky-author-identification__2d1a8e079f5a49dea3be5b82d57e46fc,spooky-author-identification,cards_senior_0730.jsonl:7,0,,,,,,1,-1
spooky-author-identification__2d75881e8c7f4d569d48610469c2393e,spooky-author-identification,cards_senior_0731.jsonl:6,2,,,-1,,,-1,-1
